symbol,isin,active,mainboard,series,instrument_type,surveillance,trade_to_trade,suspended,reference_as_of,source
RPGLIFE,INE105J01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RPOWER,INE614G01033,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RPPINFRA,INE324L01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RPSGVENT,INE425Y01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RPTECH,INE0J1F01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RRECL,INE0AK901016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RRIL,INE951M01037,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RRKABEL,INE777K01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RSL,INE313L01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RSSOFTWARE,INE165B01029,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RSYSTEMS,INE411H01032,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RTNINDIA,INE834M01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RTNPOWER,INE399K01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RTSPOWR,INE005C01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUBFILA,INE642C01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUBICON,INE506V01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUCHINFRA,INE413B01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUCHIRA,INE803H01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUDRA,INE027T01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUPA,INE895B01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUSHIL,INE573K01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RUSTOMJEE,INE263M01029,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RVHL,INE09E501017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RVNL,INE415G01027,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
RVTH,INE0DAB01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
S&SPOWER,INE902B01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAATVIKGL,INE13B501022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAB,INE137M01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SADBHAV,INE226H01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAFARI,INE429E01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAGARDEEP,INE976T01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAGCEM,INE229C01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAGILITY,INE0W2G01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAHLIBHFI,INE861D01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAHYADRI,INE280H01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAICAPI,INE531X01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAIL,INE114A01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAILIFE,INE570L01029,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAIPARENT,INE0H9F01037,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAKAR,INE732S01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAKHTISUG,INE623A01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAKSOFT,INE667G01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAKUMA,INE190H01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SALASAR,INE170V01027,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SALONA,INE498E01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SALSTEEL,INE658G01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SALZERELEC,INE457F01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMBANDAM,INE304D01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMBHAAV,INE699B01027,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMBHV,INE12NJ01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMHI,INE08U801020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMMAANCAP,INE148I01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAMPANN,INE735M01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANATHAN,INE0JPD01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANDESH,INE583B01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANDHAR,INE278H01035,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANDUMA,INE149K01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANGAMIND,INE495C01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANGHVIMOV,INE989A01032,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANOFI,INE058A01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANOFICONR,INE0UOS01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANSERA,INE953O01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SANSTAR,INE08NE01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAPPHIRE,INE806T01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAPPL,INE185C01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SARDAEN,INE385C01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAREGAMA,INE979A01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SARLAPOLY,INE453D01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SARVESHWAR,INE324X01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SASKEN,INE231F01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SATIA,INE170E01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SATIN,INE836B01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAURASHCEM,INE626A01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAYAJIHOTL,INE318C01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SAYAJIIND,INE327G01032,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBC,INE04AK01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBCL,INE386D01027,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBFC,INE423Y01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBGLP,INE05ST01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBICARD,INE018E01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBIFUNDS,INE640G01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBILIFE,INE123W01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SBIN,INE062A01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCHAEFFLER,INE513A01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCHAND,INE807K01035,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCHNEIDER,INE839M01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCI,INE109A01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCILAL,INE0PB301013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCODATUBES,INE090501011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SCPL,INE501Y01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SDBL,INE480C01038,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEAMECLTD,INE497B01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SECMARK,INE0BTM01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SECURKLOUD,INE650K01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEDEMAC,INE00XB01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEIL,INE440T01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEJALLTD,INE955I01044,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEKURITIND,INE068B01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SELMC,INE105I01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEMAC,INE617A01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SENCO,INE602W01027,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SENORES,INE0RB801010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SEPC,INE964H01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SERVOTECH,INE782X01033,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SESHAPAPER,INE630A01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SETL,INE0M4D01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SFL,INE916U01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGFIN,INE618R01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGIL,INE00QT01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGL,INE353H01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGLRES,INE967B01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGMART,INE385F01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SGRL,INE414Y01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHADOWFAX,INE12UN01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHAH,INE482J01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHAHALLOYS,INE640C01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHAILY,INE151G01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHAKTIPUMP,INE908D01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHALBY,INE597J01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHANKARA,INE274V01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHANTI,INE933X01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHANTIGEAR,INE631A01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHANTIGOLD,INE06ZD01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHARDACROP,INE221J01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHARDAMOTR,INE597I01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHAREINDIA,INE932X01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHBAJRG,INE402H01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHERVANI,INE011D01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHILCTECH,INE024F01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHILGRAVQ,INE960A01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHILPAMED,INE790G01031,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHINDL,INE220Z01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIPROCKET,INE0FOO01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIVAAGRO,INE960E01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIVACEM,INE555C01029,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIVAMILLS,INE644Y01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIVATEX,INE705C01020,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHIVAUM,INE719F01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHK,INE500L01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHOPERSTOP,INE498B01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRADDHA,INE311M01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRADHA,INE715Y01031,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREDIGCEM,INE232A01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREECEM,INE070A01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREEJISPG,INE1B6101010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREEPUSHK,INE712K01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREERAMA,INE879A01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHREYANIND,INE231C01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRIKRISH,INE997I01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRINGARMS,INE1B3L01017,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRIPISTON,INE526E01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRIRAMFIN,INE721A01047,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRIRAMPPS,INE217L01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHRJAGP,INE564J01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHUKRAPHAR,INE551C01044,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHYAMMETL,INE810G01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SHYAMTEL,INE635A01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SICAGEN,INE176J01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIEL,INE843L01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIEMENS,INE003A01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGACHI,INE0D0K01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGIND,INE529F01035,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGMA,INE0A0S01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGMAADV,INE933B01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGNATURE,INE903U01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIGNPOST,INE0KGZ01021,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIKA,INE438E01032,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIL,INE173A01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SILGO,INE01II01013,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SILINV,INE923A01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SILLYMONKS,INE203Y01012,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SILVERTUC,INE625X01026,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIMPLEXINF,INE059B01024,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIMPLXREA,INE167H01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SINCLAIR,INE985A01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SINDHUTRAD,INE325D01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SINGERIND,INE638A01035,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SINTERCOM,INE129Z01016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIRCA,INE792Z01011,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIS,INE285J01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SIYSIL,INE076B01028,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SJS,INE284S01014,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SJVN,INE002L01015,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SKFINDIA,INE640A01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SKFINDUS,INE2J8701016,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SKIPPER,INE439E01022,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SKMEGGPROD,INE411D01023,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SKYGOLD,INE01IU01018,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SMARTWORKS,INE0NAZ01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SMCGLOBAL,INE103C01036,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SMLMAH,INE294B01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SMLT,INE017W01010,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SMSPHARMA,INE812G01025,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
SNOWMAN,INE734N01019,True,True,EQ,EQUITY,,False,False,2026-08-21,https://nsearchives.nseindia.com/content/equities/EQUITY_L.csv
